id_partido,equipo,numero,nombre
CRO,17,SARAC Josip,32
CRO,26,STRLEK Manuel,32
CRO,27,CUPIC Ivan,32
CRO,28,MUSA Zeljko,32
CRO,3,MARIC Marino,32
CRO,30,MAMIC Marko,32
CRO,31,SEBETIC Luka,32
CRO,34,BROZOVIC Ilija,32
CRO,35,SUNJIC Mate,32
CRO,39,MANDIC David,32
CRO,45,JAGANJAC Halil,32
CRO,5,DUVNJAK Domagoj,32
CRO,51,MARTINOVIC Ivan,32
CHI,1,BARRIENTOS Felipe,33
CHI,10,FEUCHTMANN Emil,33
CHI,11,SALINAS Esteban,33
CHI,12,GARCIA Felipe,33
CHI,16,GONZALEZ Vicente,33
CHI,17,SALINAS Rodrigo,33
CHI,2,CEBALLOS Sebastian,33
CHI,20,PAVEZ Sebastian,33
CHI,21,FEUCHTMANN Harald,33
CHI,23,CALLEJA Benjamin,33
CHI,29,ONETO Marco,33
CHI,30,AYALA Daniel,33
CHI,4,FEUCHTMANN Erwin,33
CHI,7,REYES Diego,33
CHI,77,DONOSO Victor,33
CHI,9,FRELIJJ Javier,33
MKD,1,MITREVSKI Nikola,33
MKD,11,TALESKI Filip,33
MKD,12,TOMOVSKI Martin,33
MKD,17,MARKOSKI Nikola,33
MKD,18,KUZMANOVSKI Filip,33
MKD,19,KOSTESKI Nenad,33
MKD,21,TANKOSKI Mario,33
MKD,25,KRSTEVSKI Goran,33
MKD,28,POPOVSKI Martin,33
MKD,33,PESHEVSKI Zharko,33
MKD,4,VELKOVSKI Martin,33
MKD,5,STOILOV Stojanche,33
MKD,6,DIMITRIOSKI Dimitar,33
MKD,7,LAZAROV Kiril,33
MKD,8,KUZMANOSKI Cvetan,33
MKD,97,MISHEVSKI Marko,33
EGY,11,MOAMEN Ahmed,34
EGY,15,HESHAM Ahmed,34
EGY,24,ELMASRY Ibrahim,34
EGY,25,NAWAR Wisam,34
EGY,31,ELWAKIL Omar,34
EGY,39,ELDERAA Yehia,34
EGY,42,KADDAH Hassan,34
EGY,45,ELDERAA Seif,34
EGY,5,OMAR Yahia,34
EGY,53,YOUSRI Akram,34
EGY,66,ELAHMAR Ahmed,34
EGY,88,HENDAWY Karim,34
EGY,89,MAMDOUH Mohamed,34
EGY,90,ZEIN Ali,34
EGY,91,SANAD Mohammad,34
EGY,96,ELTAYAR Mohamed,34
SWE,11,PETTERSSON Daniel,34
SWE,12,PALICKA Andreas,34
SWE,15,WANNE Hampus,34
SWE,16,AGGEFORS Mikael,34
SWE,18,PETTERSSON Fredric,34
SWE,19,CLAAR Felix,34
SWE,2,CARLSBOGARD Jonathan,34
SWE,22,PELLAS Lucas,34
SWE,24,GOTTFRIDSSON Jim,34
SWE,26,PERSSON Linus,34
SWE,27,SUNNEFELDT Oskar,34
SWE,28,EDVARDSSON Jonathan,34
SWE,33,SANDELL Lukas,34
SWE,5,DARJ Max,34
SWE,62,CHRINTZ Valter,34
SWE,8,JONSSON Alfred,34
ALG,15,SAKER Redouane,35
ALG,16,ZEMOUCHI Yahia,35
ALG,18,KAABECHE Hichem,35
ALG,2,NAIM Zohir,35
ALG,21,BOUDJENAH Oussem,35
ALG,22,GHEDBANE Khalifa,35
ALG,23,ABDERAHIM Berriah,35
ALG,25,BENDJILALI Sofiane,35
ALG,26,KOURI Mokhtar,35
ALG,36,ABDELKADER Rahim,35
ALG,4,HELLAL Nouredine,35
ALG,44,HADJ SADOK Moustapha,35
ALG,6,BERKOUS Messaoud,35
ALG,7,HICHEM Daoud,35
ALG,77,ARIB Reda,35
ALG,87,AYOUB Abdi,35
POR,1,QUINTANA Alfredo,35
POR,10,MARTINS Miguel,35
POR,11,MOREIRA Belone,35
POR,14,SILVA Rui,35
POR,16,GOMES Humberto,35
POR,22,BORGES Alexis,35
POR,23,BRANQUINHO Diogo,35
POR,24,CAVALCANTI Alexandre,35
POR,25,AREIA Antonio,35
POR,27,GOMES Andre,35
POR,30,FERNANDES Leonel,35
POR,4,PORTELA Pedro,35
POR,5,DUARTE Gilberto,35
POR,8,ITURRIZA Victor,35
POR,88,MAGALHAES Fabio,35
POR,9,FERRAZ Joao,35
ISL,1,GUSTAVSSON Bjorgvin Pall,36
ISL,11,GISLASON Ymir Orn,36
ISL,13,GUDMUNDSSON Olafur Andres,36
ISL,15,PETERSSON Alexander,36
ISL,17,GUNNARSSON Arnor Thor,36
ISL,18,KRISTJANSSON Gisli Thorgeir,36
ISL,20,BJORGVINSSON Agust Eli,36
ISL,21,ARNARSSON Arnar Freyr,36
ISL,22,GUDJONSSON Sigvaldi Bjorn,36
ISL,23,GRETARSSON Oddur,36
ISL,24,MAGNUSSON Magnus Oli,36
ISL,26,KRISTJANSSON Kristjan Orn,36
ISL,29,VIDARSSON Ellidi Snaer,36
ISL,7,KRISTJANSSON Viggo,36
ISL,8,ELISSON Bjarki Mar,36
ISL,9,JONSSON Elvar Orn,36
MAR,1,IDRISSI Yassine,36
MAR,10,ZAROILI Mohamed,36
MAR,12,LAAROUSSI Alae,36
MAR,13,HAKIMI Hicham,36
MAR,18,BELLIMAM Lahcen,36
MAR,21,FOUGANI Nacym Hamed,36
MAR,24,EZZINE Mohammed,36
MAR,27,LAMDAKKAR Sami,36
MAR,46,HARCHAOUI Amine,36
MAR,7,REIDA Rezzouki,36
MAR,8,BENTALEB Mohamed Amine,36
MAR,91,ADLI Achraf,36
MAR,92,EL KACHRADI Hassan,36
MAR,93,LAKBI Ryad,36
MAR,94,ISMAILI  ALAOUI Mehdi,36
MAR,99,SLASSI Nabil,36
FRA,10,MEM Dika,37
FRA,11,TOURNAT Nicolas,37
FRA,12,GERARD Vincent,37
FRA,14,MAHE Kentin,37
FRA,19,ABALO Luc,37
FRA,21,GUIGOU Michael,37
FRA,22,KARABATIC Luka,37
FRA,23,FABREGAS Ludovic,37
FRA,24,PARDIN Wesley,37
FRA,25,DESCAT Hugo,37
FRA,27,DIPANDA Adrien,37
FRA,28,PORTE Valentin,37
FRA,37,ACQUEVILLO Jean Jacques,37
FRA,5,REMILI Nedim,37
FRA,7,LAGARDE Romain,37
FRA,9,RICHARDSON Melvyn,37
SUI,11,SIDOROWICZ Roman,37
SUI,15,RAEMY Nicolas,37
SUI,16,PORTNER Nikola,37
SUI,17,ROTHLISBERGER Samuel,37
SUI,2,SCHMID Andy,37
SUI,24,TOMINEC Nik,37
SUI,27,GERBL Maximilian,37
SUI,29,ZEHNDER Samuel,37
SUI,31,BRINGOLF Aurel,37
SUI,34,MILOSEVIC Alen,37
SUI,36,NOVAK Philip,37
SUI,4,RUBIN Lenny,37
SUI,44,BEN ROMDHANE Medhi,37
SUI,6,TYNOWSKI Cedrie,37
SUI,8,SVAJLEN Michal,37
SUI,9,LIER Marvin,37
AUT,16,KAIPER Florian,38
AUT,19,JURIC Antonio,38
AUT,20,FRIMMEL Sebastian,38
AUT,26,HERBURGER Lukas,38
AUT,28,ZEINER Gerald,38
AUT,31,PRATSCHNER Julian,38
AUT,4,HERMANN Maximilian,38
AUT,40,EICHBERGER Thomas,38
AUT,44,RANFTL Julian,38
AUT,55,WAGNER Tobias,38
AUT,6,SCHMID Dominik,38
AUT,60,JOCHMANN Jakob,38
AUT,72,HUTECEK Lukas,38
AUT,77,STEVANOVIC Nikola,38
AUT,8,WEBER Robert,38
AUT,94,NEUHOLD Christoph,38
NOR,11,OVERBY Petter,38
NOR,12,SAEVERAS Kristian,38
NOR,15,TONNESEN Kent Robin,38
NOR,17,JONDAL Magnus,38
NOR,19,BJORNSEN Kristian,38
NOR,23,JOHANNESSEN Goran Sogard,38
NOR,24,O`SULLIVAN Christian,38
NOR,27,REINKIND Harald,38
NOR,30,BERGERUD Torbjorn Sittrup,38
NOR,32,SOLSTAD Thomas,38
NOR,44,GULLIKSEN Kevin Maagero,38
NOR,5,SAGOSEN Sander,38
NOR,7,OVERJORDET Sander,38
NOR,71,BLONZ Alexandre Christoffersen,38
NOR,8,MYRHOL Bjarte,38
NOR,9,JAKOBSEN Henrik,38
KOR,13,LEE Junhee,39
KOR,19,BAEK Seunggeon,39
KOR,21,LEE Seungmin,39
KOR,22,LEE Byeongju,39
KOR,23,JEON Youngje,39
KOR,26,KIM Jinyoung,39
KOR,27,YU Myeonghan,39
KOR,28,KIM Jinho,39
KOR,32,JO Donghyeon,39
KOR,33,KIM Jaesoon,39
KOR,77,LEE Changwoo,39
KOR,8,KIM Hyeonwoo,39
KOR,83,KANG Jungu,39
KOR,87,KIM Jiun,39
KOR,97,KIM Taeung,39
KOR,98,AN Jaepil,39
RHF,17,KOTOV Aleksandr,39
RHF,22,KASATKIN Viacheslav,39
RHF,23,OSTASHCHENKO Roman,39
RHF,24,KORNEV Dmitry,39
RHF,28,KUDINOV Sergei,39
RHF,30,ERMAKOV Aleksandr,39
RHF,33,SHISHKAREV Daniil,39
RHF,44,SOROKA Igor,39
RHF,5,KISELEV Dmitrii,39
RHF,55,VALIULLIN Azat,39
RHF,76,TRETYNKO Stanislav,39
RHF,78,ANDREEV Pavel,39
RHF,87,KIREEV Viktor,39
RHF,89,ZHITNIKOV Dmitrii,39
RHF,97,FOKIN Aleksei,39
RHF,99,KOSOROTOV Sergei Mark,39
BLR,17,KRYVENKA Uladzislau,40
BLR,20,KISHOU Aliaksei,40
BLR,23,YURYNOK Andrei,40
BLR,3,KULESH Uladzislau,40
BLR,33,MAROZ Ivan,40
BLR,43,SELVIASIUK Artsiom,40
BLR,47,PADSHYVALAU Aliaksandr,40
BLR,50,KARALEK Artsem,40
BLR,55,VAILUPAU Mikita,40
BLR,62,SAMOILA Kiryl,40
BLR,7,KULAK Artsiom,40
BLR,74,BOKHAN Viachaslau,40
BLR,8,RUDZ Artur,40
BLR,9,ASTRASHAPKIN Aleh,40
BLR,95,GAYDUCHENKO Vadim,40
BLR,98,ALIOKHIN Mikalai,40
SLO,11,DOLENEC Jure,40
SLO,13,CINGESAR Darko,40
SLO,17,CEHTE Nejc,40
SLO,2,SKUBE Stas,40
SLO,21,GAJIC Dragan,40
SLO,22,GABER Matej,40
SLO,23,ZARABEC Miha,40
SLO,26,FERLIN Klemen,40
SLO,3,BLAGOTINSEK Blaz,40
SLO,34,OVNICEK Rok,40
SLO,44,BOMBAC Dean,40
SLO,5,HENIGMAN Nik,40
SLO,51,MACKOVSEK Borut,40
SLO,8,JANC Blaz,40
SLO,90,LESJAK Urban,40
SLO,95,SUHOLEZNIK Matic,40
BRN,14,QAMBAR Qasim,41
BRN,15,ABDULREDHA Mohamed,41
BRN,18,FADHUL Ahmed,41
BRN,19,MERZA Mohamed,41
BRN,21,A.HUSAIN Mohamed,41
BRN,25,ALSHUWAIKH Qasim,41
BRN,3,EID Ali,41
BRN,50,ALMAQABI Ahmed,41
BRN,66,MAHFOODH Komail,41
BRN,7,MERZA Ali,41
BRN,77,ALSALATNA Jasim,41
BRN,78,SALMAN Ali,41
BRN,89,SAAD Mahdi,41
BRN,9,ALSAMAHIJI Hasan,41
BRN,93,AHMED Mohamed,41
BRN,99,ALSAYYAD Husain,41
COD,10,NGOULOU QUENTIN Andre,41
COD,11,NGANDO OUEDRAOGO Adam,41
COD,12,LUCAU HERDEIRO Junior,41
COD,14,EBANGA NOAH Fabrice,41
COD,15,MVUMBI THIERRY Gauthier,41
COD,16,JACOBY KOALY Jordy,41
COD,17,KIANGEBENI KAWOLA Johan,41
COD,18,EYANGA SIMOKETO Baudric,41
COD,22,BEAUREGARD MBAKA Frederic,41
COD,27,BOTETSI Olivier,41
COD,4,YAHOZA MOGA Christian,41
COD,68,TCHITOMBI Aurelien,41
COD,75,CORNEIL OLIVIER Steeven,41
COD,83,KINZONZOLO MIATUDILA Jacques,41
COD,84,TUZOLANA Audray,41
COD,9,BOUITY GENESE Zephyrin,41
ARG,11,MOSCARIELLO Lucas Dario,42
ARG,15,CAROU MARCEL Gonzalo Matias,42
ARG,17,CRIVELLI Manuel,42
ARG,18,FISCHER Guillermo Jose,42
ARG,19,MARTINEZ CAMI Pedro,42
ARG,2,FERNANDEZ Federico Gaston,42
ARG,20,MARTINEZ Ramiro,42
ARG,22,MOURINO Gaston Alberto,42
ARG,3,PIZARRO Federico,42
ARG,40,MACIEL Leonel Carlos Sergio,42
ARG,7,PIZARRO Ignacio,42
ARG,71,CANEPA Santiago Alejo,42
ARG,77,BONANNO Nicolas,42
ARG,8,SIMONET Pablo Ariel,42
ARG,87,BAR Juan Manuel,42
ARG,9,BARONETTO Santiago,42
DEN,1,JACOBSEN Niklas Landin,42
DEN,14,ZACHARIASSEN Anders,42
DEN,15,JENSEN Magnus Saugstrup,42
DEN,17,SVAN Lasse J.,42
DEN,20,MOLLER Kevin,42
DEN,21,JENSEN Henrik Mollgaard,42
DEN,22,LARSEN Mads Mensah,42
DEN,24,HANSEN Mikkel,42
DEN,25,OLSEN Morten Toft,42
DEN,26,HANSEN Johan P.,42
DEN,28,ANDERSSON Lasse B.,42
DEN,31,NIELSEN Nikolaj Oris,42
DEN,33,GIDSEL Mathias,42
DEN,34,JENSEN Simon Hald,42
DEN,4,JACOBSEN Magnus Landin,42
DEN,5,BRAMMING Magnus,42
ESP,1,PEREZ de VARGAS MORENO Gonzalo,43
ESP,10,DUJSHEBAEV DOVICHEBAEVA Alex,43
ESP,11,SARMIENTO MELIAN Daniel,43
ESP,12,CORRALES RODAL Rodrigo,43
ESP,14,SOLE SALA Ferran,43
ESP,17,FIGUERAS TREJO Adrian,43
ESP,21,CANELLAS REIXACH Joan,43
ESP,24,MORROS de ARGILA Viran,43
ESP,28,GOMEZ ABELLO Aleix,43
ESP,29,ARINO BENGOECHEA Aitor,43
ESP,30,GUARDIOLA VILLAPLANA Gedeon,43
ESP,5,MAQUEDA PENO Jorge,43
ESP,52,MARCHAN CRIADO Ruben,43
ESP,59,DUJSHEBAEV DOVICHEBAEVA Daniel,43
ESP,6,FERNANDEZ PEREZ Angel,43
ESP,9,ENTRERRIOS RODRIGUEZ Raul,43
TUN,12,MAGGAIZ Marouen,43
TUN,15,HAJ YOUSSEF Khaled,43
TUN,19,SANAI Mosbah,43
TUN,22,MAAREF Yousef,43
TUN,27,RZIG Issam,43
TUN,39,SOUSSI Mohamed,43
TUN,55,TOUMI Ghassen,43
TUN,66,JBELI Islem,43
TUN,69,JABALLAH Jihed,43
TUN,7,MAJDOUB Ramzi,43
TUN,71,DARMOUL Mohamed Amine,43
TUN,77,ZAIED Skander,43
TUN,8,FEKIH Rami,43
TUN,94,HARBAOUI Mehdi Sadri,43
TUN,96,BEN ABDALLAH Anouar,43
TUN,97,MARGHELI Achraf,43
BRA,1,SANTOS Maik,44
BRA,10,TOLEDO Jose,44
BRA,13,MORAES Rogerio,44
BRA,16,da ROSA Rangel,44
BRA,19,CHIUFFA Fabio,44
BRA,2,TEIXEIRA Henrique,44
BRA,25,TEIXEIRA Vinicius,44
BRA,30,PATRIANOVA Arthur,44
BRA,33,DUTRA Leonardo,44
BRA,34,LUCIANO Jose,44
BRA,35,PONCIANO Thiago,44
BRA,37,LANGARO Haniel,44
BRA,4,SILVA Joao,44
BRA,5,TORRIANI Guilherme,44
BRA,77,HACKBARTH Rudolph,44
BRA,95,RODRIGUES Gustavo,44
POL,11,MAJDZINSKI Maciej,44
POL,16,WYSZOMIRSKI Piotr,44
POL,19,CZUWARA Jan,44
POL,20,PILITOWSKI Maciej,44
POL,23,MORYTO Arkadiusz,44
POL,26,DASZEK Michal,44
POL,28,GEBALA Maciej,44
POL,30,PRZYBYLSKI Rafal,44
POL,36,DAWYDZIK Dawid,44
POL,4,OLEJNICZAK Michal,44
POL,48,GEBALA Tomasz,44
POL,49,CHRAPKOWSKI Piotr,44
POL,6,KRAJEWSKI Przemyslaw,44
POL,7,WALCZAK Patryk,44
POL,9,SICKO Szymon,44
POL,94,MORAWSKI Adam,44
GER,1,BITTER Johannes,46
GER,15,KNORR Juri,46
GER,18,FIRNHABER Sebastian,46
GER,20,WEBER Philipp,46
GER,24,GROETZKI Patrick,46
GER,25,HAFNER Kai,46
GER,27,METZNER Antonio,46
GER,3,GENSHEIMER Uwe,46
GER,31,SCHILLER Marcel,46
GER,33,WOLF Andreas,46
GER,35,KUHN Julius,46
GER,38,BOHM Fabian,46
GER,4,GOLLA Johannes,46
GER,73,KASTENING Timo,46
GER,77,SCHMIDT David,46
GER,95,DRUX Paul,46
HUN,12,SZEKELY Marton,46
HUN,16,MIKLER Roland,46
HUN,17,NAGY Bence,46
HUN,2,SIPOS Adrian,46
HUN,20,ROSTA Miklos,46
HUN,22,SUNAJKO Stefan,46
HUN,23,MATHE Dominik,46
HUN,25,RODRIGUEZ ALVAREZ Pedro,46
HUN,27,BANHIDI Bence,46
HUN,30,SZITA Zoltan,46
HUN,33,ANCSIN Gabor,46
HUN,39,BODO Richard,46
HUN,47,HORNYAK Peter,46
HUN,66,LEKAI Mate,46
HUN,7,BOKA Bendeguz,46
HUN,9,BALOGH Zsolt,46
ANG,10,NASCIMENTO Manuel Antonio Domingos,47
ANG,11,COUVEIRO Feliciano Nunes,47
ANG,13,TATI Mario De Jesus Ntida,47
ANG,14,CHICOLA Claudio A. Patricio,47
ANG,15,PANZO Mayomona Antonio,47
ANG,16,MUACHISSENGUE Giovany R. De Nelumba,47
ANG,17,ABREU Edgar Emanuel M,47
ANG,20,GOUVEIA Custodio Joao,47
ANG,22,ANTONIO Elias,47
ANG,3,AGUIAR Jaroslav Catraio Joao De,47
ANG,4,TECA Gabriel Massuca,47
ANG,5,HEBO Rome Antonio Diogo,47
ANG,7,LOPES Claudio Carneiro,47
ANG,79,FERREIRA Edvaldo L. Da Silva,47
ANG,8,PASCOAL Otiniel A. Cachacha,47
ANG,9,MANECO Adilson Bruno Celestino,47
JPN,12,IWASHITA Yuta,47
JPN,13,KASAHARA Kenya,47
JPN,14,KITAZUME Asumi,47
JPN,18,NARITA Kohei,47
JPN,19,TOKUDA Shinnosuke,47
JPN,20,WATANABE Jin,47
JPN,21,DOI Remi Anri,47
JPN,25,MOTOKI Hiroki,47
JPN,27,TAMAKAWA Hiroyasu,47
JPN,31,YOSHINO Tatsuki,47
JPN,33,AGARIE Yuto,47
JPN,38,MIZUMACHI Kotaro,47
JPN,39,NAKAMURA Takumi,47
JPN,40,TAKANO Sota,47
JPN,41,TOKUDA Rennosuke,47
JPN,43,YOSHIDA Shuichi,47
CRO,12,PESIC Ivan,48
CRO,13,HORVAT Zlatko,48
CRO,15,KEVIC Janko,48
CRO,17,SARAC Josip,48
CRO,26,STRLEK Manuel,48
CRO,27,CUPIC Ivan,48
CRO,28,MUSA Zeljko,48
CRO,3,MARIC Marino,48
CRO,30,MAMIC Marko,48
CRO,31,SEBETIC Luka,48
CRO,34,BROZOVIC Ilija,48
CRO,39,MANDIC David,48
CRO,45,JAGANJAC Halil,48
CRO,5,DUVNJAK Domagoj,48
CRO,51,MARTINOVIC Ivan,48
CRO,55,SEGO Marin,48
QAT,10,MARZO Frankis,48
QAT,12,SARIC Danijel,48
QAT,13,ABIDI Mohamed,48
QAT,19,SASSI Marwan,48
QAT,2,ALKRAD Mustafa,48
QAT,20,DAMJANOVIC Jovo,48
QAT,23,BERRACHED Allaedine,48
QAT,37,SAMI Yassine,48
QAT,4,MABROUK Hassan,48
QAT,41,ALI Youssef,48
QAT,44,GUEHIS Amine,48
QAT,66,ABDELFATTAH Omar,48
QAT,7,MADADI Ahmad,48
QAT,81,DHIAB Amor,48
QAT,86,HASSABALLA Mahmoud,48
QAT,94,ZAKKAR Ameen,48
